,Player,Year,Age,MP,G,FGA,Load,Pts/75,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,3p Pro,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
19,Allan Houston,1994,22.0,1519,79,22.5,31.9,16.8,-0.063,3.0,4.0,110.0,0.10300000000000001,-1.2,-0.6,3.6,0.82,0.29,-5.0,-6.1,-1.9,-3.7,17.5,8.5,1.2,1.5,1,2000.0,6.0
20,Allen Iverson,1997,21.0,3045,76,24.9,48.5,22.2,-0.023,7.3,5.4,105.0,0.11599999999999999,-0.5,0.4,9.0,0.7,0.34,-2.2,-6.6,1.2,0.4,22.9,22.6,6.9,3.8,1,2000.0,3.0
21,Allen Leavell,1980,22.0,2123,77,14.7,30.7,14.1,0.028999999999999998,4.2,5.3,85.0,0.15,-0.2,0.2,4.9,0.81,0.03,-3.8,-6.5,0.2,0.5,14.7,10.7,4.9,2.3,0,,
22,Alonzo Mourning,1993,22.0,2644,78,20.3,32.4,22.3,0.05,1.7,1.3,94.0,0.133,1.0,-1.2,11.5,0.78,0.0,4.8,7.4,0.6,1.5,22.7,19.4,0.9,9.4,1,1994.0,1.0
23,Alton Lister,1982,23.0,1186,80,11.6,22.5,11.0,-0.006999999999999999,1.6,3.1,59.0,0.231,-1.2,-1.0,5.0,0.52,0.0,4.3,12.6,-2.0,1.3,11.3,4.4,1.0,4.8,0,,
24,Alvan Adams,1976,21.0,2656,80,23.0,41.9,19.5,0.003,3.5,5.9,88.0,0.132,0.5,0.8,6.1,0.74,,2.8,6.8,1.4,2.1,22.3,18.6,5.5,8.0,1,1976.0,0.0
25,Alvin Robertson,1985,22.0,1685,79,16.4,30.8,14.9,-0.005,2.3,4.9,78.0,0.149,-0.5,-0.2,4.6,0.73,0.05,1.4,-3.7,0.0,1.8,15.3,8.5,3.0,3.2,1,1986.0,1.0
26,Alvin Scott,1978,22.0,1538,81,10.3,17.5,10.4,0.027999999999999997,0.3,3.6,70.0,0.13699999999999998,-0.3,-0.6,5.3,0.69,0.0,2.5,1.5,-0.8,-0.6,11.3,7.1,1.2,4.8,0,,
27,Alvin Williams,1998,23.0,864,41,14.7,25.5,13.1,-0.005,2.7,5.2,91.0,0.121,-1.0,-0.4,4.9,0.73,0.19,-3.7,-7.7,-0.4,-1.3,12.6,6.2,1.9,1.4,0,,
28,Amar'e Stoudemire,2003,20.0,2570,82,16.9,27.6,17.0,0.011000000000000001,1.4,2.5,74.0,0.142,-0.2,-1.1,9.9,0.66,0.02,5.2,6.6,0.1,0.9,18.0,13.8,0.9,8.2,1,2005.0,2.0
29,Amir Johnson,2008,20.0,764,62,11.9,18.8,11.9,0.044000000000000004,0.3,3.0,73.0,0.149,-0.6,-1.2,4.0,0.67,0.0,8.2,8.5,0.0,3.6,12.2,3.8,0.5,3.9,0,,
30,Anderson Varejao,2005,22.0,863,54,12.0,19.0,12.4,0.005,0.4,3.1,61.0,0.084,-0.3,-1.0,7.9,0.54,0.0,8.9,6.4,0.3,2.2,12.8,5.1,0.5,4.6,0,,
31,Andray Blatche,2007,20.0,682,56,14.7,23.1,11.6,-0.07,0.8,3.0,79.0,0.16,-1.3,-1.1,3.7,0.61,0.11,7.2,5.2,-1.1,-1.3,11.9,3.6,0.7,3.3,0,,
32,Andre Drummond,2013,19.0,1243,60,14.5,21.7,15.2,0.043,1.4,2.9,48.0,0.11,-0.2,-1.1,6.8,0.37,0.02,10.1,12.5,0.4,2.5,15.8,8.5,0.5,7.7,1,2016.0,3.0
33,Andre Iguodala,2005,21.0,2686,82,10.3,19.5,10.4,0.051,1.5,5.1,103.0,0.134,-0.6,-0.4,4.0,0.74,0.29,-2.0,1.6,0.2,1.5,10.8,8.8,2.9,5.2,1,2012.0,7.0
34,Andre Miller,2000,23.0,2093,82,18.1,37.4,16.4,-0.006,5.7,7.2,89.0,0.107,-0.7,0.6,7.0,0.77,0.11,-1.3,-3.7,0.7,0.8,17.4,11.1,5.6,3.1,0,,
35,Andrea Bargnani,2007,21.0,1629,65,19.9,27.8,17.9,0.005,1.5,2.2,130.0,0.122,0.0,-1.1,4.5,0.82,0.37,-1.7,0.2,-0.1,-0.5,18.5,11.6,0.8,3.8,0,,
36,Andrei Kirilenko,2002,20.0,2151,82,15.7,25.5,16.4,0.033,1.1,3.6,100.0,0.106,0.1,-0.8,9.2,0.77,0.21,2.5,0.0,1.2,2.5,17.2,11.0,1.1,4.6,1,2004.0,2.0
37,Andres Nocioni,2005,25.0,1892,81,16.5,26.8,14.0,-0.045,1.8,3.4,104.0,0.138,-1.1,-0.9,6.1,0.77,0.23,-1.6,4.3,-1.4,-1.2,14.5,8.4,1.5,4.5,0,,
38,Andrew Bogut,2006,21.0,2348,82,13.6,22.6,12.9,0.02,2.1,5.4,72.0,0.124,-0.3,-0.1,4.3,0.63,0.0,3.9,5.3,0.4,1.4,13.3,9.4,2.4,6.7,0,,
39,Andrew Bynum,2007,19.0,1793,82,12.7,21.7,13.7,0.052000000000000005,1.9,2.4,80.0,0.152,-0.1,-1.0,6.1,0.67,0.0,3.8,7.7,-0.6,-0.2,14.1,7.7,1.2,5.7,1,2012.0,5.0
40,Andrew DeClercq,1997,23.0,1065,71,13.4,22.4,13.8,0.016,0.8,2.0,72.0,0.165,-0.8,-1.4,7.4,0.6,0.0,7.4,5.9,-1.1,1.0,14.2,5.3,0.4,4.0,0,,
41,Andrew Lang,1989,22.0,526,62,10.2,15.9,10.4,0.017,0.6,2.0,78.0,0.151,-0.4,-1.2,5.2,0.65,0.0,4.8,4.6,-1.3,1.1,10.6,2.3,0.1,2.2,0,,
42,Andrew Toney,1981,23.0,1768,75,21.2,38.1,19.1,0.001,4.9,4.0,82.0,0.15,-0.1,0.0,5.9,0.71,0.12,-4.6,-6.9,-0.4,0.2,19.9,12.2,3.2,1.8,1,1983.0,2.0
43,Andris Biedrins,2006,19.0,1000,68,9.5,14.1,10.0,0.06,1.2,2.4,37.0,0.121,-0.6,-1.2,3.7,0.31,0.0,8.0,3.7,-0.5,0.4,10.3,3.7,0.3,3.9,0,,
44,Anfernee Hardaway,1994,22.0,3015,82,18.3,36.8,16.5,0.003,4.1,6.6,99.0,0.133,-0.3,0.5,5.5,0.74,0.24,0.8,-4.5,2.2,2.9,17.1,16.0,6.1,5.1,1,1995.0,1.0
45,Antawn Jamison,1999,22.0,1058,47,20.1,29.5,17.2,-0.024,0.2,2.3,67.0,0.11900000000000001,-1.0,-1.3,7.8,0.59,0.07,6.9,3.6,0.0,-0.8,18.5,10.4,0.8,6.2,1,2005.0,6.0
47,Anthony Carter,2000,24.0,1859,79,14.7,31.7,10.7,-0.081,4.0,6.4,80.0,0.158,-1.4,0.1,3.6,0.75,0.04,-2.7,-5.2,-1.1,-0.4,11.4,6.7,4.9,2.5,0,,
48,Anthony Davis,2013,19.0,1846,64,19.9,28.2,19.1,0.024,1.7,2.8,82.0,0.092,0.4,-0.9,6.6,0.75,0.0,5.2,8.8,1.0,2.0,19.9,15.0,1.1,8.5,1,2014.0,1.0
49,Anthony Johnson,1998,23.0,2266,77,14.0,25.9,9.9,-0.087,2.3,6.8,101.0,0.10800000000000001,-1.2,0.2,2.5,0.73,0.29,-3.9,-7.7,-0.5,-1.4,10.4,7.6,4.2,2.1,0,,
51,Anthony Morrow,2009,23.0,1515,67,17.2,23.7,16.4,0.044000000000000004,0.8,3.3,132.0,0.07200000000000001,0.4,-0.9,3.0,0.87,0.46,-0.04441029900332244,0.09048172757475101,1.2,-0.5,16.6,9.7,1.2,2.8,0,,
52,Anthony Peeler,1993,23.0,1656,77,19.1,32.6,18.2,0.017,3.3,4.3,114.0,0.114,-0.1,-0.4,6.2,0.79,0.37,-2.0,-5.6,0.5,-0.2,18.5,10.0,1.9,2.2,0,,
53,Anthony Tolliver,2010,24.0,1423,44,15.1,21.9,13.6,-0.011000000000000001,0.8,3.8,116.0,0.069,-0.4,-0.8,4.5,0.77,0.33,1.2,4.0,0.7,0.9,13.9,11.0,1.8,6.4,0,,
54,Antoine Carr,1985,23.0,1195,62,15.1,25.4,15.1,0.035,1.6,2.9,89.0,0.16899999999999998,-0.6,-1.0,5.2,0.79,0.03,0.7,0.4,-1.0,0.8,15.4,7.8,1.1,3.7,0,,
55,Antoine Walker,1997,20.0,2970,82,22.9,35.5,18.2,-0.062,1.8,4.7,97.0,0.11,-0.7,-0.4,6.2,0.63,0.29,4.2,5.2,0.5,-0.5,18.7,16.7,2.9,8.2,1,1998.0,1.0
56,Antonio Daniels,1998,22.0,1956,74,14.6,30.1,11.6,-0.059000000000000004,4.2,6.5,78.0,0.146,-1.2,0.2,4.5,0.66,0.13,-5.0,-6.6,-0.9,-3.1,12.1,7.9,4.4,1.8,0,,
57,Antonio Davis,1994,25.0,1732,81,12.6,21.8,14.0,0.033,0.5,2.2,70.0,0.147,-0.2,-1.2,9.0,0.64,0.0,6.8,6.7,-0.1,0.4,14.5,7.9,0.6,6.1,1,2001.0,7.0
58,Antonio McDyess,1996,21.0,2280,76,20.1,28.5,17.5,-0.026000000000000002,1.1,2.2,74.0,0.12300000000000001,-0.5,-1.2,5.5,0.68,0.0,5.5,3.5,-0.6,-0.3,17.9,13.4,0.9,7.3,1,2001.0,5.0
59,Archie Clark,1967,25.0,1763,76,16.2,26.7,13.3,-0.004,2.3,4.1,70.0,0.128,-0.2,-0.1,4.2,0.71,,-2.6,-6.3,-0.3,-0.6,15.3,8.8,2.6,1.7,1,1968.0,1.0
60,Armen Gilliam,1988,23.0,1807,55,18.9,26.9,16.1,-0.032,1.5,2.6,74.0,0.11900000000000001,-0.3,-0.9,5.1,0.68,0.0,1.7,5.4,-0.7,-1.3,16.4,14.0,1.1,7.5,0,,
61,Armond Hill,1977,23.0,1825,81,11.1,27.8,9.2,-0.037000000000000005,2.8,7.3,80.0,0.163,-1.0,0.5,4.3,0.8,,-4.2,-7.4,-0.7,-0.4,10.1,5.9,4.7,1.6,0,,
62,Arron Afflalo,2008,22.0,970,75,13.7,20.8,11.7,-0.046,1.1,4.8,95.0,0.092,-0.9,-0.6,4.9,0.78,0.18,-0.9,-2.2,-0.6,-0.8,12.0,3.9,0.7,1.9,0,,
63,Art Williams,1968,28.0,1739,79,16.3,32.2,10.9,-0.091,2.6,5.7,69.0,0.14400000000000002,-1.4,0.1,3.7,0.69,,-2.2,-2.1,-1.5,-2.7,12.4,6.7,4.6,2.1,0,,
64,Artis Gilmore,1977,27.0,2877,82,18.3,32.2,19.1,0.055,2.6,3.0,79.0,0.151,1.0,-0.3,9.7,0.66,,4.8,14.1,0.8,2.8,21.0,18.9,2.4,12.2,1,1978.0,1.0
65,Arvydas Sabonis,1996,31.0,1735,73,21.6,36.8,23.7,0.075,3.8,3.6,132.0,0.125,1.1,-0.5,9.1,0.76,0.34,3.6,14.9,1.7,3.7,24.2,14.4,1.7,7.8,0,,
66,Austin Carr,1972,23.0,1539,43,25.2,37.7,19.3,-0.039,3.0,4.3,75.0,0.109,-0.3,-0.1,5.5,0.76,,-4.1,-7.0,-0.2,-2.5,21.1,17.7,2.9,2.5,1,1974.0,2.0
67,Austin Croshere,2000,24.0,1885,81,17.9,27.4,17.1,0.03,1.0,2.9,131.0,0.12,0.3,-1.0,6.3,0.85,0.36,2.5,7.6,1.1,1.1,18.1,10.6,1.1,6.0,0,,
68,Austin Rivers,2013,20.0,1418,61,14.9,24.7,10.8,-0.10400000000000001,3.0,4.2,84.0,0.113,-1.5,-0.6,4.1,0.55,0.3,-4.0,-6.7,-1.4,-3.1,11.2,6.8,2.3,1.9,0,,
69,Avery Bradley,2012,21.0,1368,64,15.6,23.9,14.1,0.027999999999999997,2.1,2.4,112.0,0.121,-0.9,-1.2,3.0,0.8,0.32,-2.3,-7.9,-0.5,-1.5,14.8,8.4,1.5,1.9,0,,
70,Avery Johnson,1990,24.0,575,53,12.4,31.4,9.2,-0.098,3.2,6.9,78.0,0.134,-1.4,0.2,3.5,0.73,0.05,-2.3,-8.9,-0.5,-2.4,9.4,2.6,2.9,0.8,0,,
71,B.J. Armstrong,1990,22.0,1291,81,15.1,27.2,13.1,-0.006999999999999999,4.2,5.5,94.0,0.11800000000000001,-0.8,0.0,3.0,0.89,0.05,-4.7,-6.0,-0.5,-1.6,13.3,5.5,2.3,1.2,1,1994.0,4.0
72,Bailey Howell,1960,23.0,2346,75,18.7,27.2,16.6,0.047,0.7,1.6,80.0,0.136,0.8,-0.9,7.1,0.74,,0.1,5.2,0.3,0.2,19.8,16.1,0.9,6.1,1,1961.0,1.0
73,Barney Cable,1960,24.0,599,50,14.5,20.5,10.2,-0.044000000000000004,0.2,3.5,74.0,0.114,-0.6,-0.5,3.6,0.7,,1.1,0.5,0.0,-1.7,12.4,3.9,0.7,2.0,0,,
74,Baron Davis,2000,20.0,1523,82,14.5,32.8,12.2,-0.037000000000000005,4.1,6.5,85.0,0.14300000000000002,-1.1,0.2,5.1,0.63,0.21,-2.2,-5.8,-0.5,1.8,12.9,6.0,3.7,1.9,1,2002.0,2.0
75,Barry Clemens,1966,22.0,877,70,18.1,26.6,13.0,-0.045,1.3,3.8,70.0,0.126,-0.5,-0.3,3.6,0.69,,-0.9,-1.1,-0.9,-2.1,14.7,4.6,0.9,1.5,0,,
76,Ben Gordon,2005,21.0,2002,82,27.4,42.8,24.0,-0.003,4.9,3.7,125.0,0.11199999999999999,-0.3,-0.5,7.0,0.86,0.4,-2.6,-5.4,0.1,-0.7,24.9,15.1,2.0,2.5,0,,
77,Ben Poquette,1978,22.0,626,52,16.0,22.4,12.4,-0.054000000000000006,0.7,2.5,76.0,0.125,-0.7,-0.9,4.3,0.7,0.0,2.1,2.1,-2.0,-3.2,13.5,5.4,0.4,3.1,0,,
78,Ben Wallace,1998,23.0,1124,67,7.6,11.5,7.1,-0.028999999999999998,0.4,3.0,41.0,0.113,-0.8,-1.1,4.6,0.36,0.0,4.7,8.5,-0.8,1.7,7.5,3.1,0.3,4.6,1,2003.0,5.0
79,Beno Udrih,2005,22.0,1149,80,18.3,33.2,16.6,0.02,5.0,5.4,116.0,0.10800000000000001,-0.5,-0.1,4.2,0.75,0.41,-4.1,-7.5,0.5,-0.4,17.2,6.1,1.9,1.0,0,,
80,Benoit Benjamin,1986,21.0,2088,79,14.8,23.4,14.8,0.01,1.4,2.4,92.0,0.13699999999999998,-0.1,-0.9,6.9,0.75,0.02,1.9,10.1,-1.0,0.4,15.2,10.7,0.9,7.5,0,,
81,Bernard King,1978,21.0,3092,79,23.3,34.2,20.0,-0.004,1.6,2.7,69.0,0.128,0.0,-0.7,6.5,0.68,0.0,1.5,2.4,-0.7,-0.7,21.8,28.4,2.7,10.4,1,1982.0,4.0
82,Bill Bradley,1968,24.0,874,45,16.0,29.6,12.7,-0.033,2.5,5.4,74.0,0.14300000000000002,-0.6,0.2,4.9,0.73,,-3.0,-4.8,-0.5,-0.1,14.2,6.8,2.9,1.6,1,1973.0,5.0
83,Bill Bridges,1964,24.0,1949,80,14.6,24.6,11.0,-0.044000000000000004,0.3,4.1,71.0,0.153,-0.5,-0.3,4.8,0.65,,2.8,8.0,-0.7,0.1,12.8,7.8,2.3,5.3,1,1967.0,3.0
84,Bill Cartwright,1980,22.0,3150,82,17.4,27.4,19.1,0.077,2.1,2.7,96.0,0.11699999999999999,1.5,-0.6,8.1,0.8,0.0,-0.1,5.3,1.0,1.6,20.0,20.2,1.8,8.1,1,1980.0,0.0
85,Bill Hanzlik,1981,23.0,1259,74,11.0,20.9,11.3,0.024,1.3,4.6,83.0,0.153,-0.8,-0.5,5.7,0.79,0.02,-0.7,-6.0,-0.9,-0.1,11.8,5.2,1.4,2.0,0,,
86,Bill Hewitt,1969,24.0,1455,75,15.5,22.3,11.8,-0.022000000000000002,0.8,3.2,63.0,0.133,-0.1,-0.5,3.1,0.58,,0.0,-1.4,-0.6,-0.6,13.4,6.2,0.9,3.0,0,,
87,Bill Laimbeer,1981,23.0,2460,81,13.0,21.0,11.5,0.002,0.9,5.8,92.0,0.124,-0.1,0.1,3.0,0.77,0.0,4.7,6.9,0.4,1.2,12.0,9.5,2.4,8.4,1,1983.0,2.0
88,Bill Robinzine,1976,23.0,1327,75,17.0,26.6,15.5,0.01,0.6,2.3,80.0,0.146,-0.1,-1.0,6.8,0.73,,3.6,3.8,-0.5,-0.3,17.6,7.8,0.8,4.1,0,,
89,Bill Russell,1957,22.0,1695,48,15.6,25.3,12.7,0.001,0.6,2.8,59.0,0.155,0.4,-0.5,7.4,0.49,,3.5,15.7,-0.2,2.9,16.1,15.4,2.3,13.3,1,1958.0,1.0
91,Bill Walton,1975,22.0,1153,35,13.8,28.7,13.4,0.051,2.1,6.2,82.0,0.166,0.4,0.5,5.5,0.69,,2.8,16.4,0.8,3.3,15.3,12.4,4.4,10.8,1,1977.0,2.0
92,Bill Wennington,1986,22.0,562,56,12.8,18.8,11.9,-0.017,1.2,3.2,87.0,0.096,0.0,-0.7,5.2,0.73,0.0,-0.1,5.7,-1.0,-1.7,12.2,3.3,0.3,2.3,0,,
93,Bill Willoughby,1976,18.0,870,62,15.2,22.7,11.7,-0.059000000000000004,0.2,2.6,67.0,0.147,-0.7,-0.9,5.3,0.66,,5.8,8.7,-1.0,-2.8,12.9,4.6,0.5,4.0,0,,
94,Billy Cunningham,1966,22.0,2134,80,18.6,31.2,15.8,-0.013000000000000001,1.4,3.8,64.0,0.133,0.0,-0.3,8.2,0.63,,0.3,0.3,0.2,0.7,18.4,12.1,2.4,4.4,1,1969.0,3.0
95,Billy Knight,1977,24.0,3117,78,24.3,37.5,22.4,0.032,2.4,3.5,83.0,0.113,1.2,-0.2,7.2,0.82,,0.4,-2.1,1.8,0.7,24.6,25.3,3.1,6.5,1,1977.0,0.0
96,Billy McKinney,1979,23.0,1242,78,17.2,33.3,16.4,0.025,4.7,5.0,80.0,0.135,-0.3,0.1,5.8,0.8,0.0,-4.9,-7.6,-0.6,-1.1,17.5,7.2,2.8,1.0,0,,
97,Billy Owens,1992,22.0,2510,80,16.5,26.3,15.8,0.024,1.4,3.7,72.0,0.125,0.3,-0.6,5.8,0.65,0.01,4.2,3.6,1.0,2.1,16.1,12.9,2.0,7.0,0,,
98,Billy Paultz,1977,28.0,2694,82,17.5,28.3,15.3,0.004,1.9,3.9,89.0,0.142,0.5,0.0,5.1,0.74,,1.0,5.1,0.4,0.7,17.3,14.6,2.5,7.2,0,,
99,Bimbo Coles,1991,22.0,1355,82,14.0,27.1,10.7,-0.073,2.2,6.1,84.0,0.129,-1.6,-0.3,3.4,0.75,0.09,-2.0,-5.4,-1.9,-1.8,10.9,4.6,2.5,1.8,0,,
100,Bingo Smith,1970,23.0,1198,75,18.2,24.9,13.2,-0.06,0.5,3.5,69.0,0.102,-0.6,-0.6,3.1,0.69,,2.2,1.3,-0.9,-2.0,15.0,5.8,0.8,3.1,0,,
101,Bismack Biyombo,2012,19.0,1455,63,10.1,16.0,8.9,-0.047,0.8,2.1,58.0,0.162,-1.8,-1.5,5.2,0.48,0.0,3.2,6.2,-2.8,-2.4,9.3,5.7,0.5,5.9,0,,
102,Blake Griffin,2011,21.0,3112,82,22.9,38.1,23.0,0.008,3.8,4.6,76.0,0.09699999999999999,0.3,-0.2,11.5,0.64,0.06,4.9,12.2,1.9,2.0,23.6,23.1,4.0,12.1,1,2011.0,0.0
103,Blue Edwards,1990,24.0,1889,82,14.9,25.6,14.4,0.019,2.2,3.3,85.0,0.156,-0.4,-0.7,5.4,0.72,0.11,-1.8,-3.0,-0.5,1.4,14.7,8.7,1.6,3.0,0,,
104,Bo Outlaw,1994,22.0,871,37,9.2,15.4,10.7,0.077,0.4,3.3,62.0,0.11,-0.5,-1.1,5.7,0.59,0.0,3.6,2.2,0.3,0.6,11.1,6.6,0.9,5.2,0,,
105,Bob Boozer,1961,23.0,1573,79,15.0,24.9,12.4,-0.001,1.0,3.1,73.0,0.16,-0.1,-0.5,6.2,0.67,,1.1,3.0,-0.5,-1.5,14.7,7.3,1.3,3.5,1,1968.0,7.0
107,Bob Dandridge,1970,22.0,2461,81,15.1,26.5,13.5,0.017,1.5,4.7,77.0,0.138,0.2,0.1,4.5,0.75,,1.2,1.1,0.8,1.7,15.0,11.0,3.1,5.7,1,1973.0,3.0
108,Bob Ferry,1960,22.0,875,62,15.5,23.5,12.5,0.003,1.0,2.5,77.0,0.151,-0.1,-0.7,5.5,0.64,,-1.5,0.4,-0.9,-0.9,14.8,5.4,0.7,2.2,0,,
109,Bob Gross,1976,22.0,1474,76,12.1,23.3,11.7,0.053,0.7,4.7,69.0,0.16399999999999998,-0.2,-0.2,4.3,0.68,,3.7,-2.5,0.0,0.3,13.4,6.5,2.1,3.5,0,,
111,Bob Lanier,1971,22.0,2017,82,23.6,36.3,20.4,0.003,2.1,3.2,87.0,0.124,0.5,-0.4,8.0,0.73,,2.6,8.6,0.4,0.1,23.0,13.6,1.6,6.1,1,1972.0,1.0
112,Bob Love,1967,24.0,1074,66,15.2,23.2,12.4,-0.024,1.0,2.6,66.0,0.147,-0.3,-0.6,5.5,0.63,,0.9,-0.8,-0.9,-1.5,14.2,5.7,0.7,2.4,1,1971.0,4.0
113,Bob McAdoo,1973,21.0,2562,80,21.8,32.0,18.2,0.0,1.4,2.7,88.0,0.129,0.2,-0.7,5.9,0.77,,1.0,6.4,-0.3,-1.3,20.7,15.8,1.5,6.9,1,1974.0,1.0
114,Bob Pettit,1955,22.0,2659,72,23.5,39.7,20.2,-0.002469260444882203,1.5,3.6,86.0,0.135,0.7,-0.3,10.5,0.75,,-1.1,9.2,0.23659197242058652,0.5595666092095547,23.8,23.2,3.1,10.3,1,1955.0,0.0
115,Bob Sura,1996,22.0,1150,79,18.3,42.6,16.1,-0.042,7.2,6.8,102.0,0.136,-1.2,0.5,7.1,0.7,0.33,-2.2,-2.0,0.2,1.4,16.4,6.0,3.2,1.8,0,,
116,Bob Weiss,1969,26.0,1236,62,13.2,25.0,10.5,-0.028999999999999998,2.1,4.8,80.0,0.14800000000000002,-0.9,-0.1,4.4,0.8,,-2.8,-6.6,-1.1,-1.0,12.1,5.7,2.6,1.5,0,,
117,Bobby Jackson,1998,24.0,2042,68,20.7,37.3,15.5,-0.071,4.4,5.5,102.0,0.129,-1.5,-0.1,4.8,0.81,0.2,-1.9,-0.4,-0.8,-1.9,16.3,12.1,4.6,4.3,0,,
118,Bobby Jones,1977,25.0,2419,82,15.7,28.4,16.5,0.094,2.1,4.3,78.0,0.14300000000000002,1.2,0.0,5.9,0.72,,1.1,7.2,1.4,3.0,18.6,14.1,2.9,7.1,1,1977.0,0.0
119,Bobby Phills,1994,24.0,1531,72,17.6,26.9,15.4,-0.015,2.4,4.7,73.0,0.08199999999999999,-0.1,-0.3,5.4,0.72,0.02,-1.0,-2.9,0.3,0.5,16.0,8.6,1.7,2.9,0,,
120,Bonzi Wells,2000,23.0,1162,66,22.1,35.8,20.0,0.017,2.6,3.7,101.0,0.126,-0.1,-0.6,5.9,0.68,0.31,2.5,-4.2,1.2,2.8,21.2,9.4,1.5,2.7,0,,
121,Boris Diaw,2004,21.0,1919,76,8.6,17.8,7.1,-0.033,0.8,6.1,67.0,0.19699999999999998,-1.6,-0.6,2.6,0.6,0.08,0.9,-0.8,-0.8,-0.7,7.5,4.7,2.4,4.2,0,,
122,Brad Daugherty,1987,21.0,2695,80,15.9,29.1,16.5,0.040999999999999995,2.8,5.2,84.0,0.151,-0.1,-0.2,7.1,0.7,0.0,-0.6,6.5,-0.2,0.9,16.8,14.6,3.3,7.7,1,1988.0,1.0
123,Brad Davis,1981,25.0,1686,56,11.8,28.7,13.6,0.092,4.5,7.6,84.0,0.122,0.2,0.9,5.9,0.8,0.04,-4.8,-4.8,0.7,0.3,14.2,11.1,6.3,2.7,0,,
124,Brad Lohaus,1988,23.0,718,70,16.8,26.6,15.2,0.005,2.0,3.4,98.0,0.151,-0.3,-0.7,4.2,0.81,0.1,1.5,0.8,-0.5,0.2,15.5,4.1,0.6,1.9,0,,
126,Bradley Beal,2013,19.0,1745,56,20.5,30.9,17.5,-0.02,3.0,3.8,116.0,0.087,-0.1,-0.4,4.7,0.79,0.39,-2.6,-3.9,-0.1,-0.3,18.2,14.8,2.5,3.8,1,2018.0,5.0
127,Brandan Wright,2009,21.0,688,39,17.5,23.9,17.3,0.026000000000000002,1.4,2.3,79.0,0.067,0.2,-1.1,6.0,0.74,0.0,4.5,0.3,0.5,-0.4,17.5,8.0,0.5,3.8,0,,
128,Brandon Bass,2008,22.0,1557,79,16.9,25.3,16.8,0.024,1.1,2.0,95.0,0.111,0.2,-1.3,6.7,0.82,0.0,3.9,1.6,0.1,-0.5,17.2,8.6,0.8,4.4,0,,
129,Brandon Jennings,2010,20.0,2671,82,23.8,42.8,18.7,-0.068,7.6,6.9,119.0,0.091,-1.1,0.8,5.4,0.82,0.37,-3.3,-4.3,0.1,0.7,19.1,15.9,6.1,3.4,0,,
130,Brandon Knight,2012,20.0,2129,66,19.4,33.7,16.1,-0.016,4.5,4.5,121.0,0.128,-0.9,-0.3,3.5,0.76,0.38,-3.6,-4.3,-0.4,-1.8,16.9,14.4,4.3,3.3,0,,
131,Brandon Rush,2009,23.0,1803,75,15.9,20.8,12.6,-0.039,1.5,2.6,106.0,0.10099999999999999,-0.8,-1.1,1.8,0.7,0.37,-0.04441029900332244,0.09048172757475101,-0.9,-1.6,12.8,7.9,0.9,3.0,0,,
132,Brendan Haywood,2002,22.0,1266,62,9.5,15.9,10.1,0.02,0.8,1.6,73.0,0.132,-0.7,-1.4,6.9,0.61,0.0,7.2,2.4,-0.4,-0.1,10.7,5.3,0.5,5.0,0,,
133,Brent Barry,1996,24.0,1898,79,16.2,29.5,16.3,0.067,4.0,6.3,121.0,0.11199999999999999,0.1,0.2,3.7,0.81,0.42,-3.7,-5.5,1.1,1.7,16.7,10.0,2.7,2.1,0,,
134,Brevin Knight,1998,22.0,2483,80,12.7,32.3,11.7,-0.009000000000000001,5.0,6.1,80.0,0.13,-0.9,0.3,5.4,0.8,0.0,-2.9,-4.6,-0.1,4.0,12.3,9.5,8.2,3.1,0,,
135,Brian Grant,1995,22.0,2289,80,18.4,28.7,18.0,0.003,1.6,2.5,71.0,0.129,-0.3,-1.0,8.2,0.64,0.01,4.4,5.8,-0.2,0.5,18.3,13.3,1.2,7.4,0,,
136,Brian Scalabrine,2003,24.0,724,59,12.2,20.0,9.8,-0.032,0.3,5.5,125.0,0.165,-1.3,-0.6,2.6,0.83,0.32,0.6,1.6,-0.8,-0.7,10.3,3.1,0.8,2.2,0,,
137,Brian Shaw,1989,22.0,2301,82,14.6,29.1,11.2,-0.065,2.6,7.9,82.0,0.13699999999999998,-0.9,0.7,2.8,0.83,0.0,-0.6,-0.7,0.5,0.6,11.4,8.2,5.2,4.5,0,,
138,Brian Skinner,2000,23.0,775,33,8.8,13.8,8.9,0.027000000000000003,0.3,2.2,72.0,0.17300000000000001,-1.5,-1.6,4.3,0.66,0.0,3.0,6.3,-1.9,-1.9,9.4,5.5,0.3,5.7,0,,
139,Brian Winters,1975,22.0,1516,68,24.1,36.7,17.8,-0.035,3.4,5.3,82.0,0.106,-0.3,0.2,2.8,0.83,,-3.5,-7.8,-0.1,-1.1,20.2,11.0,2.5,1.7,1,1976.0,1.0
140,Brook Lopez,2009,20.0,2501,82,18.0,25.7,17.1,0.024,1.8,2.5,95.0,0.121,0.1,-1.0,4.6,0.79,0.0,5.3,6.5,0.1,0.7,17.4,13.6,1.1,8.3,1,2013.0,4.0
